,address,district,S.A ft,deal date,deal price
7136,City One Shatin・Site 3・Block 29・Upper Floor・Flat C,City One Shatin,S.A. 327 ft²,"
                2021-12-04
              ","$  13,800"
7137,Discovery Bay・Ph 5-Greenvale Village・Greenfield Court (Block 3)・Upper Floor・Flat E,Discovery Bay,S.A. 439 ft²,"
                2021-12-04
              ","$  13,000"
7138,Monterey・Tower 8・Middle Floor・Flat C,Tseung Kwan O,S.A. 468 ft²,"
                2021-12-04
              ","$  19,800"
7139,City One Shatin・Site 2・Block 18・Upper Floor・Flat A,City One Shatin,S.A. 515 ft²,"
                2021-12-04
              ","$  15,000"
7140,Ocean Pride・Phase 3・Tower 10・Upper Floor・Flat A,Tsuen Wan West,S.A. 777 ft²,"
                2021-12-04
              ","$  29,000"
7141,Timber House・Middle Floor・Flat A5,Ho Man Tin,S.A. 288 ft²,"
                2021-12-04
              ","$  17,000"
7142,Caribbean Coast・Phase 1 Monterey Cove・Tower 2・Middle Floor・Flat D,Tung Chung Town Centre,S.A. 634 ft²,"
                2021-12-04
              ","$  15,900"
7143,Tierra Verde・Phase 1・Tower 3・Upper Floor・Flat F,Tsing Yi,S.A. 520 ft²,"
                2021-12-04
              ","$  18,000"
7144,The Avenue・Phase 2・Tower 2・Lower Floor・Flat F,Wan Chai,S.A. 438 ft²,"
                2021-12-04
              ","$  22,000"
7145,Kingswood Villas・Phase 1 Locwood Court・Block 11・Middle Floor・Flat E,Tin Shui Wai,S.A. 448 ft²,"
                2021-12-04
              ","$  11,500"
7146,Sorrento・Phase 1・Block 5・Middle Floor・Flat G,Kowloon Station,S.A. 772 ft²,"
                2021-12-03
              ","$  33,000"
7147,Lei King Wan・Sites B・Block 7 Yat Wing Mansion・Lower Floor・Flat B,Sai Wan Ho,S.A. 678 ft²,"
                2021-12-03
              ","$  23,117"
7148,The Astro・Middle Floor・Flat E,Cheung Sha Wan,S.A. 216 ft²,"
                2021-12-03
              ","$  11,500"
7149,Kwai Chung Plaza・Block 2・Middle Floor・Flat D,Ha Kwai Chung,S.A. 318 ft²,"
                2021-12-03
              ","$  13,000"
7150,Park Island・Phase 1・Block 18・Upper Floor・Flat H,Ma Wan,S.A. 499 ft²,"
                2021-12-03
              ","$  13,500"
7151,Upper East・Lower Floor・Flat F (T1A),To Kwa Wan,S.A. 287 ft²,"
                2021-12-03
              ","$  14,300"
7152,The Spectra・Tower 5・Lower Floor・Flat J,Long Ping,S.A. 203 ft²,"
                2021-12-03
              ","$  9,500"
7153,Jubilee Garden・Block 5・Upper Floor・Flat A,Fo Tan,S.A. 342 ft²,"
                2021-12-03
              ","$  14,600"
7154,Vibe Centro・Tower 1B・Lower Floor・Flat C,Kai Tak New Area,S.A. 228 ft²,"
                2021-12-02
              ","$  13,000"
7155,Convention Plaza Apartments・Upper Floor・Flat 2,Wan Chai,"S.A. 1,115 ft²","
                2021-12-02
              ","$  53,000"
7156,Harbour Place・Tower 7・Upper Floor・Flat B,Whampoa,S.A. 593 ft²,"
                2021-12-02
              ","$  24,000"
7157,Lohas Park・Phase 4A Wings At Sea・Tower 2B・Upper Floor・Flat F,Lohas Park,S.A. 340 ft²,"
                2021-12-02
              ","$  15,000"
7158,Bayshore Towers・Tower 5・Upper Floor・Flat E,Ma On Shan,S.A. 388 ft²,"
                2021-12-02
              ","$  14,500"
7159,Century Link・Phase 2・Tower 2B・Upper Floor・Flat 9,Tung Chung Town Centre,S.A. 380 ft²,"
                2021-12-02
              ","$  11,500"
7160,Yoho Town・Phase 1・Block 1・Lower Floor・Flat F,Yuen Long Station,S.A. 393 ft²,"
                2021-12-02
              ","$  12,800"
7161,Scenecliff・Block 1・Upper Floor・Flat D,Mid-Levels West,S.A. 539 ft²,"
                2021-12-01
              ","$  30,000"
7162,South Horizons・Phase 1・Hoi Fai Court (Block 2)・Upper Floor・Flat E,South Horizons,S.A. 526 ft²,"
                2021-12-01
              ","$  17,000"
7163,Chi Fu Fa Yuen・Fu Yar Yuen (Block H-12)・Lower Floor・Flat E,Pok Fu Lam,S.A. 433 ft²,"
                2021-12-01
              ","$  13,500"
7164,Two．Artlane・Upper Floor・Flat A,Sai Ying Pun,S.A. 381 ft²,"
                2021-12-01
              ","$  27,200"
7165,Lake Silver・Tower 7・Middle Floor・Flat D,Ma On Shan,S.A. 920 ft²,"
                2021-12-01
              ","$  29,000"
7166,Wai Wah Centre・Block 4・Middle Floor・Flat E,Sha Tin,S.A. 358 ft²,"
                2021-12-01
              ","$  15,300"
7167,Euston Court・Tower 1・Upper Floor・Flat A,Mid-Levels West,S.A. 786 ft²,"
                2021-12-01
              ","$  34,000"
7168,Flora Plaza・Block 9・Middle Floor・Flat E,Fanling,S.A. 370 ft²,"
                2021-12-01
              ","$  11,500"
7169,Fanling Centre・Phase 1・Block B・Middle Floor・Flat 4,Fanling,S.A. 368 ft²,"
                2021-12-01
              ","$  11,000"
7170,The Belchers・Phase 1・Tower 2・Middle Floor・Flat B,Mid-Levels West,S.A. 667 ft²,"
                2021-12-01
              ","$  30,500"
7171,City One Shatin・Site 1・Block 1・Upper Floor・Flat F,City One Shatin,S.A. 451 ft²,"
                2021-12-01
              ","$  16,600"
7172,Kornhill Apartment・Middle Floor・Room 40,Kornhill,S.A. 0 ft²,"
                2021-12-01
              ","$  19,040"
7173,Wang Fuk Court・Wang Chi House (Block H)・Upper Floor・Flat 5,Tai Po Town Centre,S.A. 483 ft²,"
                2021-12-01
              ","$  12,300"
7174,Floral Tower・Lower Floor・Flat C,Mid-Levels West,S.A. 344 ft²,"
                2021-12-01
              ","$  15,000"
7175,Ocean Pride・Phase 3A Ocean Supreme・Tower 3B・Middle Floor・Flat D,Tsuen Wan West,S.A. 530 ft²,"
                2021-12-01
              ","$  21,000"
7176,Residence Bel-Air・Phase 4 Bel-Air On The Peak・Tower 1・Middle Floor・Flat A,Residence Bel-air,"S.A. 1,306 ft²","
                2021-12-01
              ","$  64,000"
7177,Taikoo Shing・Kao Shan Terrace・(T-14) Loong Shan Mansion・Upper Floor・Flat H,Taikoo Shing,S.A. 530 ft²,"
                2021-12-01
              ","$  23,000"
7178,Taikoo Shing・Kao Shan Terrace・(T-07) Tien Shan Mansion・Middle Floor・Flat F,Taikoo Shing,S.A. 536 ft²,"
                2021-12-01
              ","$  22,000"
7179,Seanorama・Tower 3A・Middle Floor・Flat D,Ma On Shan,S.A. 780 ft²,"
                2021-12-01
              ","$  27,500"
7180,Festival City・Phase 2・Tower 1・Lower Floor・Flat Sb,Tai Wai,"S.A. 1,038 ft²","
                2021-12-01
              ","$  31,000"
7181,The Palazzo・Block 5・Middle Floor・Flat D,Fo Tan,S.A. 689 ft²,"
                2021-12-01
              ","$  26,000"
7182,Whampoa Garden・Phase 9 Lily Mansions・Block 1・Upper Floor・Flat B,Whampoa,S.A. 649 ft²,"
                2021-12-01
              ","$  23,800"
7183,The Aurora・Tower 3・Upper Floor・Flat C,Tsuen Wan West,S.A. 219 ft²,"
                2021-12-01
              ","$  13,000"
7184,Discovery Park・Phase 2・Block 5・Middle Floor・Flat A,Discovery Park,S.A. 659 ft²,"
                2021-12-01
              ","$  22,000"
7185,Upper East・Upper Floor・Flat D (T1C),To Kwa Wan,S.A. 230 ft²,"
                2021-12-01
              ","$  13,000"
7186,Artisan Garden・Lower Floor・Flat B5,To Kwa Wan,S.A. 294 ft²,"
                2021-12-01
              ","$  14,000"
7187,Avignon・Tower 7・Middle Floor・Flat A,So Kwun Wat,"S.A. 1,260 ft²","
                2021-12-01
              ","$  32,000"
7188,Emerald Bay・Phase 2・Tower 5・Upper Floor・Flat A,So Kwun Wat,S.A. 319 ft²,"
                2021-12-01
              ","$  9,000"
7189,Lohas Park・Phase 2C La Splendeur・Tower 11・Upper Floor・Flat Ld,Lohas Park,S.A. 729 ft²,"
                2021-12-01
              ","$  19,200"
7190,Caribbean Coast・Phase 1 Monterey Cove・Tower 3・Upper Floor・Flat E,Tung Chung Town Centre,S.A. 543 ft²,"
                2021-12-01
              ","$  14,500"
7191,Tung Chung Crescent・Phase 2・Block 8・Lower Floor・Flat D,Tung Chung Town Centre,S.A. 527 ft²,"
                2021-12-01
              ","$  16,000"
7192,Tung Chung Crescent・Phase 2・Block 6・Lower Floor・Flat A,Tung Chung Town Centre,S.A. 772 ft²,"
                2021-12-01
              ","$  19,000"
7193,Telford Gardens・Block D・Middle Floor・Flat 16,Kowloon Bay,S.A. 556 ft²,"
                2021-12-01
              ","$  15,500"
7194,Ocean Shores・Phase 2・Tower 10・Middle Floor・Flat E,Tiu Keng Leng,S.A. 498 ft²,"
                2021-12-01
              ","$  18,300"
7195,The Visionary・Tower 9・Upper Floor・Flat C,Tung Chung Town Centre,S.A. 670 ft²,"
                2021-12-01
              ","$  19,000"
7196,The Visionary・Tower 10・Lower Floor・Flat D,Tung Chung Town Centre,S.A. 434 ft²,"
                2021-12-01
              ","$  13,000"
7197,Wetland Seasons Park・Phase 2・Tower 12・Lower Floor・Flat B2,Tin Shui Wai,S.A. 423 ft²,"
                2021-12-01
              ","$  15,000"
7198,Hong Sing Gardens・Block 5・Middle Floor・Flat K,Po Lam,S.A. 450 ft²,"
                2021-12-01
              ","$  13,000"
7199,The Latitude・Tower 8・Lower Floor・Flat A,San Po Kong,"S.A. 1,035 ft²","
                2021-12-01
              ","$  34,800"
7200,La Cite Noble・Block 2・Upper Floor・Flat C,Hang Hau,S.A. 377 ft²,"
                2021-12-01
              ","$  16,400"
7201,Mei Foo Sun Chuen・Phase 3・61-63 Broadway・Upper Floor・Flat B No. 61,Mei Foo,S.A. 511 ft²,"
                2021-12-01
              ","$  17,000"
7202,Parc Oasis・Tower 15 (19 Parc Oasis Rd)・Lower Floor・Flat C,Yau Yat Tsuen,S.A. 584 ft²,"
                2021-12-01
              ","$  22,000"
7203,Greenwood Garden・Block B・Lower Floor・Flat 1,Sha Tin,S.A. 215 ft²,"
                2021-12-01
              ","$  10,000"
7204,Nan Fung Plaza・Tower 3・Lower Floor・Flat B,Hang Hau,S.A. 606 ft²,"
                2021-12-01
              ","$  18,000"
7205,The Metro City・Phase 2・Tower 3・Lower Floor・Flat F,Po Lam,S.A. 363 ft²,"
                2021-12-01
              ","$  15,000"
7206,Double Cove・Phase 4 Double Cove Grandview・Block 7・Lower Floor・Flat B,Ma On Shan,S.A. 564 ft²,"
                2021-12-01
              ","$  17,500"
7207,Kam Hay Court・Kam Yan House (Block B)・Upper Floor・Flat 3,Ma On Shan,S.A. 401 ft²,"
                2021-12-01
              ","$  12,400"
7208,The Met. Bliss・Tower 2・Middle Floor・Flat B08,Ma On Shan,S.A. 328 ft²,"
                2021-12-01
              ","$  14,000"
7209,The Spectra・Tower 2・Upper Floor・Flat K,Long Ping,S.A. 363 ft²,"
                2021-12-01
              ","$  14,500"
7210,Central Park Towers・Phase 1・Tower 5・Lower Floor・Flat H,Tin Shui Wai,S.A. 494 ft²,"
                2021-12-01
              ","$  12,500"
7211,Kingswood Villas・Phase 5 Lynwood Court・Block 1・Middle Floor・Flat C,Tin Shui Wai,S.A. 546 ft²,"
                2021-12-01
              ","$  12,500"
7212,Vianni Cove・Tower 2・Lower Floor・Flat F,Tin Shui Wai,S.A. 680 ft²,"
                2021-12-01
              ","$  15,500"
7213,Kingswood Villas・Phase 7 Kenswood Court・Block 2・Middle Floor・Flat B,Tin Shui Wai,S.A. 630 ft²,"
                2021-12-01
              ","$  14,300"
7214,Wetland Seasons Park・Phase 2・Tower 15・Middle Floor・Flat A3,Tin Shui Wai,S.A. 576 ft²,"
                2021-12-01
              ","$  16,500"
7215,Kingswood Villas・Phase 6 Maywood Court・Block 8・Lower Floor・Flat E,Tin Shui Wai,S.A. 441 ft²,"
                2021-12-01
              ","$  10,800"
7216,Central Park Towers・Phase 2 Central Park Towers II・Tower 8・Lower Floor・Flat H,Tin Shui Wai,S.A. 503 ft²,"
                2021-12-01
              ","$  13,300"
7217,Central Park Towers・Phase 1・Tower 3・Middle Floor・Flat G,Tin Shui Wai,S.A. 502 ft²,"
                2021-12-01
              ","$  13,000"
7218,Island Residence・Lower Floor・Flat G,Sai Wan Ho,S.A. 543 ft²,"
                2021-12-01
              ","$  25,000"
7219,Lei King Wan・Sites C・Block 10 Yee Qun Mansion・Lower Floor・Flat H,Sai Wan Ho,S.A. 808 ft²,"
                2021-12-01
              ","$  24,000"
7220,Lei King Wan・Sites C・Block 10 Yee Qun Mansion・Upper Floor・Flat E,Sai Wan Ho,S.A. 539 ft²,"
                2021-12-01
              ","$  21,000"
7221,Hing Man Mansion・Middle Floor・Flat B,Sai Wan Ho,S.A. 192 ft²,"
                2021-12-01
              ","$  9,000"
7222,Avignon・Tower 10・Upper Floor・Flat B,So Kwun Wat,"S.A. 1,090 ft²","
                2021-12-01
              ","$  22,000"
7223,Lido Garden・Block 4・Middle Floor・Flat A,Sham Tseng,S.A. 570 ft²,"
                2021-12-01
              ","$  16,000"
7224,Heng Fa Chuen・Block 20・Upper Floor・Flat 3,Heng Fa Chuen,S.A. 865 ft²,"
                2021-12-01
              ","$  30,000"
7225,Heng Fa Chuen・Block 15・Middle Floor・Flat 4,Heng Fa Chuen,S.A. 473 ft²,"
                2021-12-01
              ","$  17,000"
7226,Le Sommet・Block 2・Middle Floor・Flat D,North Point Mid-Levels,S.A. 573 ft²,"
                2021-12-01
              ","$  26,500"
7227,Flora Garden・Block A・Upper Floor・Flat 4,North Point Mid-Levels,S.A. 681 ft²,"
                2021-12-01
              ","$  30,000"
7228,Parker33・Upper Floor・Flat A,Sai Wan Ho,S.A. 328 ft²,"
                2021-12-01
              ","$  17,500"
7229,Mount Regency・Phase 1・Tower 1B・Upper Floor・Flat C,Tuen Mun San Hui,S.A. 440 ft²,"
                2021-12-01
              ","$  13,700"
7230,Hanford Garden・Block 3・Middle Floor・Flat H,Tuen Mun South,S.A. 437 ft²,"
                2021-12-01
              ","$  12,000"
7231,Banyan Garden・Phase 1・Tower 2・Middle Floor・Flat A,Four Little Dragons,S.A. 466 ft²,"
                2021-12-01
              ","$  17,000"
7232,Emerald Bay・Phase 1・Tower 2A・Middle Floor・Flat E,So Kwun Wat,S.A. 223 ft²,"
                2021-12-01
              ","$  7,000"
7233,Emerald Bay・Phase 2・Tower 5A・Lower Floor・Flat P,So Kwun Wat,S.A. 238 ft²,"
                2021-12-01
              ","$  7,300"
7234,Serenade・Tower 1・Lower Floor・Flat C,Tai Hang Mid-Levels,S.A. 788 ft²,"
                2021-12-01
              ","$  36,000"
7235,171 Wong Nai Chung Road・No. 171,Happy Valley,S.A. 779 ft²,"
                2021-12-01
              ","$  24,000"
7236,Unique Tower・Middle Floor・Flat A,Happy Valley,S.A. 308 ft²,"
                2021-12-01
              ","$  15,800"
7237,Eight Kwai Fong Happy Valley・Lower Floor・Flat F,Happy Valley,S.A. 426 ft²,"
                2021-12-01
              ","$  19,500"
7238,The Long Beach・Tower 3・Middle Floor・Flat E,Olympic Station,S.A. 763 ft²,"
                2021-12-01
              ","$  30,000"
7239,The Wings・The Wings・Tower 3・Upper Floor・Flat A,Tseung Kwan O,S.A. 874 ft²,"
                2021-12-01
              ","$  35,000"
7240,Monterey・Tower 9B・Lower Floor・Flat A,Tseung Kwan O,S.A. 860 ft²,"
                2021-12-01
              ","$  39,500"
7241,Lohas Park・Phase 3A Hemera・Topaz (Tower 5)・Upper Floor・Flat Rc,Lohas Park,S.A. 761 ft²,"
                2021-12-01
              ","$  22,500"
7242,Lohas Park・Phase 5A Malibu・Tower 2B・Lower Floor・Flat D,Lohas Park,S.A. 548 ft²,"
                2021-12-01
              ","$  18,500"
7243,Metro Town・Phase 1・Tower 3・Lower Floor・Flat A,Tiu Keng Leng,S.A. 492 ft²,"
                2021-12-01
              ","$  15,800"
7244,Lung Poon Court・Lung Cheung House (Block E)・Middle Floor・Flat 13,Diamond Hill,S.A. 340 ft²,"
                2021-12-01
              ","$  12,000"
7245,Skypark・Upper Floor・Flat D5,Mong Kok,S.A. 315 ft²,"
                2021-12-01
              ","$  15,500"
7246,Lohas Park・Phase 4B Wings At Sea II・Tower 5A・Lower Floor・Flat F,Lohas Park,S.A. 343 ft²,"
                2021-12-01
              ","$  14,000"
7247,Grand Austin・Tower 5A・Lower Floor・Flat B,Kowloon Station,S.A. 580 ft²,"
                2021-12-01
              ","$  25,000"
7248,Homantin Hillside・Tower 1・Upper Floor・Flat B,Hung Hom,S.A. 926 ft²,"
                2021-12-01
              ","$  46,000"
7249,Amoy Gardens・Phase 1・Block F・Middle Floor・Flat 8,Kowloon Bay,S.A. 375 ft²,"
                2021-12-01
              ","$  13,500"
7250,Park Summit・Tower 2・Lower Floor・Flat A,Tai Kok Tsui,S.A. 533 ft²,"
                2021-12-01
              ","$  18,500"
7251,Cullinan West・Phase 3 Cullinan West II・Tower 3B・Lower Floor・Flat F,Nam Cheong Station,S.A. 350 ft²,"
                2021-12-01
              ","$  18,500"
7252,Island Harbourview・Tower 5・Lower Floor・Flat D,Olympic Station,S.A. 0 ft²,"
                2021-12-01
              ","$  28,500"
7253,Celestial Heights・Phase 2・20 Celestial Avenue・Lower Floor・No. 20,Ho Man Tin,"S.A. 1,137 ft²","
                2021-12-01
              ","$  40,000"
7254,King's Park Villa・Block 2・Middle Floor・Flat A,King's Park,"S.A. 1,217 ft²","
                2021-12-01
              ","$  42,000"
