District,SA (ft2),Price(HK$),Date,Floor,Price/ft2(SA),Estate,District1
Tuen Mun San Hui,414,13500,2022-01-01 00:00:00,M,32.61,Mount Regency,TUEN MUN
Tin Shui Wai,546,13300,2022-01-01 00:00:00,H,24.36,Kingswood Villas,YUEN LONG
Olympic Station,449,19000,2022-01-01 00:00:00,H,42.32,Park Avenue,YAU TSIM MONG
Tai Kok Tsui,418,15000,2022-01-01 00:00:00,L,35.89,Metro Harbour View,YAU TSIM MONG
Olympic Station,1269,54000,2022-01-01 00:00:00,L,42.55,Imperial Cullinan,YAU TSIM MONG
Nam Cheong Station,371,18000,2022-01-01 00:00:00,L,48.52,Cullinan West,SHAM SHUI PO
Cheung Sha Wan,539,19500,2022-01-01 00:00:00,L,36.18,The Campton,WAN CHAI
Sham Shui Po,505,18500,2022-01-01 00:00:00,H,36.63,Seaside Sonata,YAU TSIM MONG
Olympic Station,695,31000,2022-01-01 00:00:00,L,44.6,Park Avenue,YAU TSIM MONG
Quarry Bay,570,17800,2022-01-01 00:00:00,M,31.23,Nan Fung Sun Chuen,EASTERN
Olympic Station,429,19000,2022-01-01 00:00:00,H,44.29,Hampton Place,YAU TSIM MONG
Olympic Station,574,25500,2022-01-01 00:00:00,H,44.43,Florient Rise,YAU TSIM MONG
Tai Kok Tsui,417,16000,2022-01-01 00:00:00,L,38.37,Metro Harbour View,YAU TSIM MONG
Tai Kok Tsui,304,14000,2022-01-01 00:00:00,L,46.05,Sablier,YAU TSIM MONG
Kennedy Town,221,10500,2022-01-01 00:00:00,M,47.51,Smithfield Terrace,CENTRAL & WESTERN
Kennedy Town,751,47000,2022-01-01 00:00:00,M,62.58,Lexington Hill,CENTRAL & WESTERN
Mid-Levels West,663,30000,2022-01-01 00:00:00,L,45.25,The Belchers,CENTRAL & WESTERN
Tsing Yi,401,13000,2022-01-01 00:00:00,H,32.42,Ching Tai Court,KWAI TSING
Tuen Mun South,524,13300,2022-01-01 00:00:00,L,25.38,Nerine Cove,TUEN MUN
Kowloon Station,530,25000,2022-01-01 00:00:00,H,47.17,The Austin,YAU TSIM MONG
San Po Kong,532,21000,2022-01-01 00:00:00,L,39.47,The Latitude,WONG TAI SIN
So Kwun Wat,519,14500,2022-01-01 00:00:00,M,27.94,Aegean Coast,TUEN MUN
So Kwun Wat,467,10000,2022-01-01 00:00:00,H,21.41,Oma Oma,SOUTHERN
So Kwun Wat,493,11000,2022-01-01 00:00:00,L,22.31,Oma Oma,SOUTHERN
So Kwun Wat,238,7300,2022-01-01 00:00:00,H,30.67,Emerald Bay,TUEN MUN
Belvedere,572,16300,2022-01-01 00:00:00,H,28.5,Belvedere Garden,TSUEN WAN
Pak Shek Kok | Tai Po Mid-levels,563,18500,2022-01-01 00:00:00,M,32.86,Mayfair By The Sea 8,TAI PO
Tung Chung Town Centre,1072,32000,2022-01-01 00:00:00,H,29.85,The Visionary,ISLANDS
Kowloon Station,1382,75000,2022-01-01 00:00:00,H,54.27,The Arch,YAU TSIM MONG
Sheung Shui,280,9500,2022-01-01 00:00:00,L,33.93,Eden Manor,NORTH
Tai Wai,381,11000,2022-01-01 00:00:00,L,28.87,May Shing Court,SHA TIN
Tsuen Wan West,527,20000,2022-01-01 00:00:00,M,37.95,Ocean Pride,TSUEN WAN
Tuen Mun South,224,9500,2022-01-01 00:00:00,M,42.41,The Esplanade,TUEN MUN
Fanling,392,10500,2022-01-01 00:00:00,L,26.79,Flora Plaza,NORTH
Pak Shek Kok | Tai Po Mid-levels,1175,30000,2022-01-01 00:00:00,H,25.53,Deerhill Bay,TAI PO
Tin Shui Wai,842,19000,2022-01-01 00:00:00,L,22.57,Vianni Cove,YUEN LONG
City One Shatin,304,11200,2022-01-01 00:00:00,L,36.84,City One Shatin,SHA TIN
Ma On Shan,745,21000,2022-01-01 00:00:00,M,28.19,Oceanaire,SHA TIN
Ma On Shan,496,16300,2022-01-01 00:00:00,L,32.86,Double Cove,SHA TIN
City One Shatin,304,10800,2022-01-01 00:00:00,L,35.53,City One Shatin,SHA TIN
Kau To Shan,662,19000,2022-01-01 00:00:00,M,28.7,Dragons Range,SHA TIN
Tin Hau,356,17500,2022-01-01 00:00:00,L,49.16,Grand Seaview Heights,WAN CHAI
North Point,519,24000,2022-01-01 00:00:00,L,46.24,Fleur Pavilia,EASTERN
North Point,821,21000,2022-01-01 00:00:00,L,25.58,Continental Mansion,EASTERN
Palm Springs | Fairview,848,26000,2022-01-01 00:00:00,Others,30.66,Fairview Park,YUEN LONG
Sha Tin,297,13000,2022-01-01 00:00:00,L,43.77,Shatin Centre,SHA TIN
Fo Tan,506,16000,2022-01-01 00:00:00,L,31.62,Jubilee Garden,SHA TIN
Fo Tan,543,19800,2022-01-01 00:00:00,L,36.46,The Palazzo,SHA TIN
Fanling,427,12000,2022-01-01 00:00:00,M,28.1,Belair Monte,NORTH
Sha Tin,266,10000,2022-01-01 00:00:00,L,37.59,Chuen Fai Centre,SHA TIN
Tai Kok Tsui,169,8500,2022-01-01 00:00:00,L,50.3,Enchantee,YAU TSIM MONG
Tai Kok Tsui,309,16000,2022-01-01 00:00:00,M,51.78,Square Mile,YAU TSIM MONG
Tai Kok Tsui,340,14500,2022-01-01 00:00:00,L,42.65,Sablier,YAU TSIM MONG
Tsing Yi,499,17000,2022-01-01 00:00:00,M,34.07,Villa Esplanada,KWAI TSING
Tsing Yi,513,18500,2022-01-01 00:00:00,H,36.06,Tierra Verde,KWAI TSING
Tsing Yi,343,12000,2022-01-01 00:00:00,M,34.99,Tsing Yi Garden,KWAI TSING
Tsing Yi,467,14500,2022-01-01 00:00:00,H,31.05,Grand Horizon,KWAI TSING
Pak Shek Kok | Tai Po Mid-levels,781,33000,2022-01-01 00:00:00,H,42.25,The Regent,TAI PO
Tai Kok Tsui,392,16500,2022-01-01 00:00:00,L,42.09,Lime Stardom,YAU TSIM MONG
Tai Kok Tsui,431,14800,2022-01-01 00:00:00,L,34.34,Charming Garden,SHAM SHUI PO
Tung Chung Town Centre,572,14500,2022-01-01 00:00:00,M,25.35,Century Link,ISLANDS
Long Ping,337,12200,2022-01-01 00:00:00,H,36.2,The Spectra,YUEN LONG
Tsuen Wan West,763,28000,2022-01-01 00:00:00,H,36.7,Parc City,TSUEN WAN
Tsuen Wan West,645,22800,2022-01-01 00:00:00,M,35.35,The Pavilia Bay,TSUEN WAN
Long Ping,327,9300,2022-01-01 00:00:00,M,28.44,On Ga Building,YUEN LONG
Yuen Long Station,520,17300,2022-01-01 00:00:00,M,33.27,Grand Yoho,YUEN LONG
Kornhill,461,16500,2022-01-01 00:00:00,H,35.79,Kornhill,EASTERN
Tai Wo,381,11000,2022-01-01 00:00:00,L,28.87,Po Nga Court,TAI PO
Wan Chai,670,19500,2022-01-01 00:00:00,Others,29.1,323 Lockhart Road,WAN CHAI
Mid-Levels West,684,28000,2022-01-01 00:00:00,H,40.94,Rowen Court,CENTRAL & WESTERN
Yuk Kwai Shan Wan Poon,511,22500,2022-01-01 00:00:00,H,44.03,Sham Wan Towers,SOUTHERN
Pok Fu Lam,1296,50000,2022-01-01 00:00:00,M,38.58,Baguio Villa,SOUTHERN
Tseung Kwan O,521,19000,2022-01-01 00:00:00,L,36.47,The Papillons,SAI KUNG
Hang Hau,524,17500,2022-01-01 00:00:00,H,33.4,Oscar By The Sea,SAI KUNG
Tiu Keng Leng,675,22800,2022-01-01 00:00:00,L,33.78,Metro Town,SAI KUNG
Wan Chai,346,19000,2022-01-01 00:00:00,M,54.91,The Avenue,WAN CHAI
Yuen Long Station,538,18500,2022-01-01 00:00:00,L,34.39,Grand Yoho,YUEN LONG
Yuen Long Southeast,357,10500,2022-01-01 00:00:00,H,29.41,The Reach,YUEN LONG
Yuen Long Station,519,16500,2022-01-01 00:00:00,M,31.79,Grand Yoho,YUEN LONG
Tung Chung Town Centre,388,13300,2022-01-01 00:00:00,H,34.28,Coastal Skyline,ISLANDS
Tung Chung Town Centre,483,14000,2022-01-01 00:00:00,M,28.99,Century Link,ISLANDS
Sheung Shui,351,12000,2022-01-01 00:00:00,H,34.19,Sheung Shui Centre,NORTH
North Point Mid-Levels,1136,63000,2022-01-01 00:00:00,L,55.46,The Pavilia Hill,WAN CHAI
Kornhill,461,15000,2022-01-01 00:00:00,H,32.54,Kornhill,EASTERN
Sai Wan Ho,860,40000,2022-01-01 00:00:00,L,46.51,Les Saisons,EASTERN
Tung Chung Town Centre,495,13000,2022-01-01 00:00:00,L,26.26,Caribbean Coast,ISLANDS
Tung Chung Town Centre,569,17000,2022-01-01 00:00:00,M,29.88,Coastal Skyline,ISLANDS
Tung Chung Town Centre,548,15000,2022-01-01 00:00:00,L,27.37,Caribbean Coast,ISLANDS
Taikoo Shing,503,20000,2022-01-01 00:00:00,M,39.76,Taikoo Shing,EASTERN
Taikoo Shing,1015,34500,2022-01-01 00:00:00,M,33.99,Taikoo Shing,EASTERN
Taikoo Shing,897,34000,2022-01-01 00:00:00,H,37.9,Taikoo Shing,EASTERN
Taikoo Shing,684,22000,2022-01-01 00:00:00,H,32.16,Taikoo Shing,EASTERN
Taikoo Shing,1114,45000,2022-01-01 00:00:00,L,40.39,Taikoo Shing,EASTERN
Ma On Shan,481,18800,2022-01-01 00:00:00,M,39.09,Barths,SHA TIN
Ma On Shan,363,14300,2022-01-01 00:00:00,H,39.39,Sunshine City,SHA TIN
Tuen Mun South,216,8500,2022-01-01 00:00:00,L,39.35,The Esplanade,TUEN MUN
Tuen Mun San Hui,386,12300,2022-01-01 00:00:00,M,31.87,Mount Regency,TUEN MUN
Mid-Levels Central,1107,41000,2022-01-01 00:00:00,L,37.04,Monticello,WAN CHAI
Wan Chai,912,53500,2022-01-01 00:00:00,L,58.66,Star Crest,WAN CHAI
Tseung Kwan O,260,14500,2022-01-01 00:00:00,L,55.77,Monterey,SAI KUNG
Tseung Kwan O,799,28500,2022-01-01 00:00:00,L,35.67,Twin Peaks,SAI KUNG
Mid-Levels West,1361,70000,2022-01-01 00:00:00,L,51.43,Beauty Court,CENTRAL & WESTERN
Tai Tam,1397,55000,2022-01-01 00:00:00,M,39.37,Pacific View,SOUTHERN
Mid-Levels Central,775,27500,2022-01-01 00:00:00,L,35.48,Fortune Court,CENTRAL & WESTERN
Mid-Levels Central,3838,222000,2022-01-01 00:00:00,L,57.84,Tavistock,CENTRAL & WESTERN
Causeway Bay,427,22500,2022-01-01 00:00:00,M,52.69,Park Haven,WAN CHAI
Sham Tseng,435,12000,2022-01-01 00:00:00,L,27.59,Sea Crest Villa,ISLANDS
Sham Tseng,530,15000,2022-01-01 00:00:00,H,28.3,Bellagio,TSUEN WAN
Kennedy Town,482,22500,2022-01-01 00:00:00,M,46.68,The Merton,CENTRAL & WESTERN
Palm Springs | Fairview,891,25000,2022-01-01 00:00:00,Others,28.06,Fairview Park,YUEN LONG
Sheung Wan,478,21500,2022-01-01 00:00:00,L,44.98,s Terrace,EASTERN
Kau To Shan,1842,60000,2022-01-01 00:00:00,Others,32.57,La Vetta,SHA TIN
Repulse Bay,848,47000,2022-01-01 00:00:00,H,55.42,37 Repulse Bay Road,SOUTHERN
Pak Shek Kok | Tai Po Mid-levels,1188,40000,2022-01-01 00:00:00,L,33.67,The Regent,TAI PO
Pak Shek Kok | Tai Po Mid-levels,544,16000,2022-01-01 00:00:00,L,29.41,Grand Palisades,TAI PO
Pak Shek Kok | Tai Po Mid-levels,379,10000,2022-01-01 00:00:00,L,26.39,Ontolo,TAI PO
Mid-Levels West,1090,44000,2022-01-01 00:00:00,L,40.37,Cambridge Gardens,CENTRAL & WESTERN
Mid-Levels West,305,20000,2022-01-01 00:00:00,H,65.57,63 Pok Fu Lam Road,CENTRAL & WESTERN
South Horizons,592,21500,2022-01-01 00:00:00,H,36.32,South Horizons,SOUTHERN
South Horizons,545,17000,2022-01-01 00:00:00,L,31.19,South Horizons,SOUTHERN
South Horizons,623,21000,2022-01-01 00:00:00,M,33.71,South Horizons,SOUTHERN
South Horizons,731,30000,2022-01-01 00:00:00,M,41.04,South Horizons,SOUTHERN
South Horizons,633,21000,2022-01-01 00:00:00,H,33.18,South Horizons,SOUTHERN
Deep Bay,589,18000,2022-01-01 00:00:00,H,30.56,South Wave Court,SOUTHERN
Taikoo Shing,503,18000,2022-01-01 00:00:00,L,35.79,Taikoo Shing,EASTERN
Tuen Mun North,535,15300,2022-01-01 00:00:00,H,28.6,Chelsea Heights,TUEN MUN
Siu Hong,376,10500,2022-01-01 00:00:00,M,27.93,Parkland Villas,TUEN MUN
Kennedy Town,606,31000,2022-01-01 00:00:00,M,51.16,Imperial Kennedy,CENTRAL & WESTERN
Happy Valley,617,31000,2022-01-01 00:00:00,L,50.24,Resiglow Happy Valley,WAN CHAI
Siu Hong,389,10800,2022-01-01 00:00:00,M,27.76,Parkland Villas,TUEN MUN
Tung Chung Town Centre,896,21500,2022-01-01 00:00:00,L,24.0,Coastal Skyline,ISLANDS
Tsuen Wan West,508,19800,2022-01-01 00:00:00,L,38.98,Vision City,TSUEN WAN
Tsuen Wan Town Centre,608,17600,2022-01-01 00:00:00,M,28.95,The Blue Yard,TSUEN WAN
Sai Ying Pun,462,27000,2022-01-01 00:00:00,L,58.44,Island Crest,CENTRAL & WESTERN
Tin Shui Wai,211,7700,2022-01-01 00:00:00,H,36.49,Tin Lai Court,YUEN LONG
Tin Shui Wai,442,10500,2022-01-01 00:00:00,L,23.76,Kingswood Villas,YUEN LONG
Ma Wan,490,13500,2022-01-01 00:00:00,M,27.55,Park Island,TSUEN WAN
Taikoo Shing,685,28600,2022-01-01 00:00:00,M,41.75,Splendid Place,EASTERN
Taikoo Shing,515,19500,2022-01-01 00:00:00,H,37.86,Taikoo Shing,EASTERN
Tin Shui Wai,502,13500,2022-01-01 00:00:00,H,26.89,Central Park Towers,YUEN LONG
Tsuen Wan Hoi Bun,577,16000,2022-01-01 00:00:00,H,27.73,Riviera Gardens,TSUEN WAN
Hang Hau,463,15700,2022-01-01 00:00:00,M,33.91,East Point City,SAI KUNG
Sha Tin,1066,32800,2022-01-01 00:00:00,M,30.77,Pristine Villa,SHA TIN
Tuen Mun South,305,12800,2022-01-01 00:00:00,M,41.97,Regency Bay,TUEN MUN
Taikoo Shing,897,32000,2022-01-01 00:00:00,H,35.67,Taikoo Shing,EASTERN
Taikoo Shing,760,39500,2022-01-01 00:00:00,H,51.97,Taikoo Shing,EASTERN
Taikoo Shing,552,22000,2022-01-01 00:00:00,L,39.86,Taikoo Shing,EASTERN
Taikoo Shing,580,21000,2022-01-01 00:00:00,M,36.21,Taikoo Shing,EASTERN
Tsuen King Circuit,408,12500,2022-01-01 00:00:00,H,30.64,Tsuen King Garden,TSUEN WAN
Tsuen Wan Hoi Bun,583,16500,2022-01-01 00:00:00,H,28.3,Riviera Gardens,TSUEN WAN
Luk Yeung,445,16000,2022-01-01 00:00:00,H,35.96,Luk Yeung Sun Chuen,TSUEN WAN
Kau To Shan,665,19000,2022-01-01 00:00:00,L,28.57,Dragons Range,SHA TIN
So Kwun Wat,422,11800,2022-01-01 00:00:00,M,27.96,Emerald Bay,TUEN MUN
Ma On Shan,690,24000,2022-01-01 00:00:00,L,34.78,Lake Silver,SHA TIN
Ma On Shan,527,19500,2022-01-01 00:00:00,M,37.0,Double Cove,SHA TIN
Tuen Mun San Hui,660,15000,2022-01-01 00:00:00,M,22.73,Rose Dale Garden,CENTRAL & WESTERN
Tuen Mun Town Centre,337,12000,2022-01-01 00:00:00,H,35.61,Tuen Mun Town Plaza,TUEN MUN
Tung Chung Town Centre,756,18500,2022-01-01 00:00:00,M,24.47,Caribbean Coast,ISLANDS
Tung Chung Town Centre,548,14200,2022-01-01 00:00:00,H,25.91,Caribbean Coast,ISLANDS
Pak Shek Kok | Tai Po Mid-levels,586,18000,2022-01-01 00:00:00,L,30.72,The Regent,TAI PO
Tai Wo,400,12000,2022-01-01 00:00:00,H,30.0,Serenity Park,TAI PO
Tai Po Market,465,13000,2022-01-01 00:00:00,M,27.96,Uptown Plaza,TAI PO
Tuen Mun Town Centre,348,11000,2022-01-01 00:00:00,L,31.61,Kam Wah Garden,TUEN MUN
Tuen Mun South,540,14800,2022-01-01 00:00:00,L,27.41,Nerine Cove,TUEN MUN
So Kwun Wat,389,11500,2022-01-01 00:00:00,H,29.56,The Bloomsway,TUEN MUN
So Kwun Wat,223,6500,2022-01-01 00:00:00,L,29.15,Emerald Bay,TUEN MUN
So Kwun Wat,488,14000,2022-01-01 00:00:00,L,28.69,Oma Oma,SOUTHERN
Tuen Mun South,495,11500,2022-01-01 00:00:00,H,23.23,Siu On Court,TUEN MUN
Sha Tin,269,10500,2022-01-01 00:00:00,M,39.03,Garden Rivera,SHA TIN
Tsing Yi,485,14000,2022-01-01 00:00:00,H,28.87,Rambler Crest,KWAI TSING
Tsing Yi,674,23000,2022-01-01 00:00:00,H,34.12,Tierra Verde,KWAI TSING
Tsing Yi,522,17000,2022-01-01 00:00:00,M,32.57,Tierra Verde,KWAI TSING
Kam Tin,251,10000,2022-01-01 00:00:00,H,39.84,Park Yoho,YUEN LONG
Yuen Long Station,507,17000,2022-01-01 00:00:00,L,33.53,Grand Yoho,YUEN LONG
Yuen Long Southeast,357,12000,2022-01-01 00:00:00,M,33.61,The Reach,YUEN LONG
Long Ping,747,23000,2022-01-01 00:00:00,H,30.79,Sol City,YUEN LONG
Long Ping,426,14500,2022-01-01 00:00:00,L,34.04,Yuccie Square,YUEN LONG
South Horizons,581,20000,2022-01-01 00:00:00,L,34.42,South Horizons,SOUTHERN
Ap Lei CHau,450,20000,2022-01-01 00:00:00,M,44.44,Bonaire,SOUTHERN
Residence Bel-air,684,33200,2022-01-01 00:00:00,M,48.54,Air,SOUTHERN
Tin Shui Wai,449,11000,2022-01-01 00:00:00,L,24.5,Kingswood Villas,YUEN LONG
Tin Shui Wai,701,15000,2022-01-01 00:00:00,H,21.4,Central Park Towers,YUEN LONG
Long Ping,481,15000,2022-01-01 00:00:00,M,31.19,The Spectra,YUEN LONG
Long Ping,493,15300,2022-01-01 00:00:00,H,31.03,The Spectra,YUEN LONG
Wan Chai,399,20000,2022-01-01 00:00:00,H,50.13,J Residence,WAN CHAI
Wan Chai,451,16000,2022-01-01 00:00:00,M,35.48,Li Chit Garden,WAN CHAI
Wan Chai,339,17500,2022-01-01 00:00:00,L,51.62,The Avenue,WAN CHAI
Shap Pat Heung,330,13000,2022-01-01 00:00:00,L,39.39,Atrium House,YUEN LONG
Tsing Yi,520,17500,2022-01-01 00:00:00,L,33.65,Tierra Verde,KWAI TSING
Tsing Yi,598,17800,2022-01-01 00:00:00,H,29.77,Tivoli Garden,KWAI TSING
Tung Chung Town Centre,1033,28000,2022-01-01 00:00:00,L,27.11,The Visionary,ISLANDS
Tung Chung Town Centre,736,18000,2022-01-01 00:00:00,M,24.46,Caribbean Coast,ISLANDS
Tung Chung Town Centre,645,18000,2022-01-01 00:00:00,M,27.91,Century Link,ISLANDS
Lohas Park,482,17000,2022-01-01 00:00:00,H,35.27,Lohas Park,SAI KUNG
Lohas Park,722,18000,2022-01-01 00:00:00,H,24.93,Lohas Park,SAI KUNG
Lohas Park,716,18000,2022-01-01 00:00:00,M,25.14,Lohas Park,SAI KUNG
Olympic Station,468,18000,2022-01-01 00:00:00,M,38.46,Hampton Place,YAU TSIM MONG
Olympic Station,703,27500,2022-01-01 00:00:00,L,39.12,Island Harbourview,YAU TSIM MONG
Yuen Long Station,393,13500,2022-01-01 00:00:00,M,34.35,Yoho Town,YUEN LONG
Yuen Long Station,422,14100,2022-01-01 00:00:00,L,33.41,Yoho Town,YUEN LONG
Kwun Tong,860,29800,2022-01-01 00:00:00,H,34.65,Grand Central,KWUN TONG
Tin Shui Wai,547,13500,2022-01-01 00:00:00,M,24.68,Kingswood Villas,YUEN LONG
Yuen Long Southeast,482,10000,2022-01-01 00:00:00,L,20.75,Sereno Verde,YUEN LONG
Shap Pat Heung,553,14000,2022-01-01 00:00:00,H,25.32,Park Signature,YUEN LONG
Palm Springs | Fairview,1035,30000,2022-01-01 00:00:00,Others,28.99,Fairview Park,YUEN LONG
Kowloon Station,434,29000,2022-01-01 00:00:00,H,66.82,The Cullinan,YAU TSIM MONG
Yuen Long Station,512,13800,2022-01-01 00:00:00,M,26.95,One Regent Place,YUEN LONG
Long Ping,335,14000,2022-01-01 00:00:00,M,41.79,Sol City,YUEN LONG
Yuen Long Station,972,29000,2022-01-01 00:00:00,H,29.84,Yoho Town,YUEN LONG
Tin Shui Wai,420,13000,2022-01-01 00:00:00,M,30.95,Wetland Seasons Park,YUEN LONG
Tin Shui Wai,496,12500,2022-01-01 00:00:00,H,25.2,Central Park Towers,YUEN LONG
Tsing Yi,394,11000,2022-01-01 00:00:00,M,27.92,Ching Wah Court,KWAI TSING
Nam Cheong Station,279,14500,2022-01-01 00:00:00,L,51.97,Cullinan West,SHAM SHUI PO
Tseung Kwan O,541,21000,2022-01-01 00:00:00,L,38.82,The Parkside,SAI KUNG
Tung Chung Town Centre,1420,38000,2022-01-01 00:00:00,M,26.76,The Visionary,ISLANDS
Tung Chung Town Centre,868,21500,2022-01-01 00:00:00,L,24.77,Tung Chung Crescent,ISLANDS
Kai Tak New Area,1603,56000,2022-01-01 00:00:00,Others,34.93,One Kai Tak,KOWLOON CITY
Kai Tak New Area,336,15000,2022-01-01 00:00:00,M,44.64,Victoria Skye,KOWLOON CITY
Hung Hom,424,23000,2022-01-01 00:00:00,M,54.25,The Vantage,CENTRAL & WESTERN
Lung Ping,969,35000,2022-01-01 00:00:00,L,36.12,Dynasty Heights,SHAM SHUI PO
Tuen Mun North,679,17800,2021-12-31 00:00:00,L,26.22,Chelsea Heights,TUEN MUN
Tai Hang Mid-Levels,576,26000,2021-12-31 00:00:00,H,45.14,Tai Hang Terrace,WAN CHAI
Po Lam,401,10500,2021-12-31 00:00:00,H,26.18,King Ming Court,SAI KUNG
Peak,2309,102000,2021-12-31 00:00:00,Others,44.17,Galesend,CENTRAL & WESTERN
Tsuen Wan West,435,15000,2021-12-31 00:00:00,M,34.48,Indi Home,SAI KUNG
Sai Wan Ho,253,12000,2021-12-31 00:00:00,L,47.43,Millennium Court,CENTRAL & WESTERN
Tsuen Wan West,531,21000,2021-12-31 00:00:00,M,39.55,Parc City,TSUEN WAN
Ma Wan,555,16000,2021-12-31 00:00:00,M,28.83,Park Island,TSUEN WAN
Causeway Bay,390,20500,2021-12-31 00:00:00,M,52.56,Park Haven,WAN CHAI
Olympic Station,463,16800,2021-12-30 00:00:00,L,36.29,Hampton Place,YAU TSIM MONG
Tseung Kwan O,403,17000,2021-12-30 00:00:00,M,42.18,The Parkside,SAI KUNG
Tiu Keng Leng,651,20500,2021-12-30 00:00:00,L,31.49,Metro Town,SAI KUNG
Kowloon Tong,1489,67000,2021-12-30 00:00:00,L,45.0,One Mayfair,KOWLOON CITY
Nam Cheong Station,270,14500,2021-12-30 00:00:00,L,53.7,Cullinan West,SHAM SHUI PO
City One Shatin,326,12600,2021-12-30 00:00:00,L,38.65,City One Shatin,SHA TIN
North Point Mid-Levels,723,26500,2021-12-30 00:00:00,L,36.65,Beverley Heights,EASTERN
Sai Ying Pun,332,20000,2021-12-30 00:00:00,M,60.24,s Hill,EASTERN
Kai Tak New Area,289,13800,2021-12-30 00:00:00,L,47.75,Summit,YAU TSIM MONG
Causeway Bay,441,25500,2021-12-30 00:00:00,H,57.82,Yoo Residence,WAN CHAI
Yuen Long Southeast,426,12500,2021-12-29 00:00:00,L,29.34,The Reach,YUEN LONG
Tung Chung Town Centre,912,23000,2021-12-29 00:00:00,L,25.22,Caribbean Coast,ISLANDS
Hung Shui Kiu North New Development Area,768,21000,2021-12-29 00:00:00,Others,27.34,The Woodsville,YUEN LONG
Sai Ying Pun,287,20000,2021-12-29 00:00:00,H,69.69,Artlane,CENTRAL & WESTERN
Wan Chai,408,19500,2021-12-29 00:00:00,M,47.79,J Residence,WAN CHAI
Luk Yeung,582,19500,2021-12-29 00:00:00,M,33.51,Luk Yeung Sun Chuen,TSUEN WAN
South Horizons,527,18000,2021-12-29 00:00:00,H,34.16,South Horizons,SOUTHERN
Fanling,535,18000,2021-12-28 00:00:00,H,33.64,Fanling Centre,NORTH
Tai Wai,677,24000,2021-12-28 00:00:00,H,35.45,Festival City,SHA TIN
Sheung Shui,505,13500,2021-12-28 00:00:00,L,26.73,Noble Hill,NORTH
Kai Tak New Area,321,14800,2021-12-28 00:00:00,L,46.11,Vibe Centro,KOWLOON CITY
Kwun Tong,550,19000,2021-12-28 00:00:00,H,34.55,Grand Central,KWUN TONG
Lohas Park,527,18000,2021-12-28 00:00:00,H,34.16,Lohas Park,SAI KUNG
Ho Man Tin,390,17000,2021-12-28 00:00:00,L,43.59,Seven Victory Avenue,KOWLOON CITY
Kowloon Tong,1122,32000,2021-12-28 00:00:00,L,28.52,Fairyland Garden,KOWLOON CITY
Sham Tseng,526,17280,2021-12-28 00:00:00,H,32.85,Bellagio,TSUEN WAN
Tung Chung Town Centre,445,13900,2021-12-28 00:00:00,L,31.24,The Visionary,ISLANDS
North Point,792,29800,2021-12-28 00:00:00,L,37.63,City Garden,EASTERN
Repulse Bay,2488,142000,2021-12-28 00:00:00,L,57.07,The Lily,SOUTHERN
Tiu Keng Leng,765,28000,2021-12-28 00:00:00,H,36.6,Ocean Shores,SAI KUNG
Kowloon Bay,282,11800,2021-12-28 00:00:00,L,41.84,Tak Bo Garden,KWUN TONG
Mei Foo,670,19500,2021-12-28 00:00:00,L,29.1,Mei Foo Sun Chuen,SHAM SHUI PO
Kowloon Station,540,27000,2021-12-28 00:00:00,H,50.0,Grand Austin,YAU TSIM MONG
Tung Chung Town Centre,572,16000,2021-12-28 00:00:00,L,27.97,Seaview Crescent,ISLANDS
North Point,675,24800,2021-12-28 00:00:00,H,36.74,Harbour Heights,EASTERN
Fo Tan,1039,28000,2021-12-28 00:00:00,H,26.95,Royal Ascot,SHA TIN
Fo Tan,495,21000,2021-12-28 00:00:00,H,42.42,The Palazzo,SHA TIN
Tai Kok Tsui,331,13800,2021-12-28 00:00:00,L,41.69,Sablier,YAU TSIM MONG
Tseung Kwan O,550,20000,2021-12-28 00:00:00,H,36.36,The Wings,SAI KUNG
Tai Po Market,489,16000,2021-12-28 00:00:00,L,32.72,Uptown Plaza,TAI PO
Tsuen King Circuit,324,10500,2021-12-28 00:00:00,H,32.41,Tsuen Wan Centre,TSUEN WAN
Tsuen Wan West,644,24000,2021-12-28 00:00:00,M,37.27,Chelsea Court,CENTRAL & WESTERN
Wan Chai,357,12000,2021-12-28 00:00:00,M,33.61,Causeway Centre,WAN CHAI
Wan Chai,432,25000,2021-12-28 00:00:00,H,57.87,The Avenue,WAN CHAI
Mid-Levels West,771,39000,2021-12-28 00:00:00,H,50.58,The Belchers,CENTRAL & WESTERN
Tin Shui Wai,560,17000,2021-12-28 00:00:00,M,30.36,Wetland Seasons Park,YUEN LONG
Tung Chung Town Centre,565,14500,2021-12-28 00:00:00,H,25.66,Caribbean Coast,ISLANDS
Fanling,399,12000,2021-12-27 00:00:00,L,30.08,Fanling Town Center,NORTH
Ho Man Tin,1155,45000,2021-12-27 00:00:00,M,38.96,Celestial Heights,KOWLOON CITY
Tsing Yi,343,12300,2021-12-27 00:00:00,M,35.86,Tsing Yi Garden,KWAI TSING
Tuen Mun Town Centre,481,16000,2021-12-27 00:00:00,M,33.26,Century Gateway,TUEN MUN
City One Shatin,504,20000,2021-12-27 00:00:00,H,39.68,City One Shatin,SHA TIN
So Kwun Wat,223,7500,2021-12-27 00:00:00,M,33.63,Emerald Bay,TUEN MUN
Tin Shui Wai,547,12000,2021-12-27 00:00:00,L,21.94,Kingswood Villas,YUEN LONG
